"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ZNF503-AS1",1.11207315464291,7.33642431515217,2.53222029278673,0.0169042077729201,0.58943226930683,-3.14130468479819,"UP"
"SLC24A3-AS1",-0.630914375387137,5.13559911700859,-2.5300687639462,0.0169891987155282,0.58943226930683,-3.14441425172505,"NOT"
"LOC101929413",0.910179907293593,4.75669023672709,2.52624924210314,0.0171410511739011,0.58943226930683,-3.14993110930812,"NOT"
"DLGAP4-AS1",-0.981544623965714,5.31864481147846,-2.49742001687606,0.0183281982789482,0.58943226930683,-3.19142871468871,"DOWN"
"SCAT1",-1.45870230029222,5.61177178848199,-2.48740544401227,0.01875798281785,0.58943226930683,-3.20578426510317,"DOWN"
"RNF217-AS1",0.983511682855386,5.36616521309253,2.48623466006861,0.0188088285361333,0.58943226930683,-3.20746051315675,"UP"
"ST3GAL3-AS1",0.792261241931379,5.42197164983409,2.47925609967266,0.019114536085437,0.58943226930683,-3.21744307537852,"NOT"
"MGC12916",1.07935647641024,4.97022353700338,2.44599134069426,0.0206354486029413,0.58943226930683,-3.26481622847699,"UP"
"LOC101928557",-1.13876387264799,4.48295223888245,-2.41729505801795,0.0220357487929316,0.58943226930683,-3.30539839783842,"DOWN"
"LOC101927798",1.03637282798845,5.28866419267125,2.40907538029409,0.0224525641462178,0.58943226930683,-3.31697315712926,"UP"
"PURPL",-1.61868602141752,3.82855282637488,-2.40281083287214,0.0227750595903379,0.58943226930683,-3.3257797946873,"DOWN"
"LINC00551",1.4318387882191,6.05163222708838,2.39147184666189,0.0233695613381563,0.58943226930683,-3.34168692611009,"UP"
"IQCF5-AS1",-1.06063501652,3.66220849458297,-2.30203531057531,0.0285775767393534,0.641109995532213,-3.46562120326251,"DOWN"
"OVOL1-AS1",-0.940089382511312,5.3835456426248,-2.30022256474674,0.0286932457019345,0.641109995532213,-3.4681043341952,"NOT"
"ELFN2",-1.12571132116565,6.25952503537729,-2.29094750769221,0.0292917317678037,0.641109995532213,-3.48079112405203,"DOWN"
"LINC02790",0.520671488348152,6.36572464142074,2.28983285887225,0.029364410892696,0.641109995532213,-3.4823137131531,"NOT"
"ITGA9-AS1",0.643090263774854,6.15012158797996,2.27830661151738,0.0301255798194285,0.641109995532213,-3.49803215429713,"NOT"
"KLHDC7B-DT",-0.859664073967156,8.85515925296485,-2.23749097844942,0.0329662929557279,0.680304409177293,-3.55330406589468,"NOT"
"MIR124-2HG",-0.990795818068434,4.11857390438183,-2.21719211881544,0.0344669597473689,0.690352929057594,-3.5805630847788,"DOWN"
"MOCS2-DT",0.791809322340686,6.19371431464259,2.13629401459986,0.0410748290910481,0.79919881745725,-3.68763868796372,"NOT"
"LINC00942",1.54467200267166,6.70539315431857,2.10878355988766,0.0435666988654779,0.824136720205291,-3.72346674116906,"UP"
"LINC01102",-1.01825555455925,2.77358072637697,-2.08824328310197,0.0455138348513288,0.824853886851541,-3.75001863566588,"DOWN"
"FSIP2-AS2",1.33526941805089,5.22612103667799,2.08147420454081,0.0461722015609804,0.824853886851541,-3.75873124157055,"UP"
"TAPT1-AS1",0.44926851066054,8.74510487150623,2.06859565638586,0.0474480898553392,0.824853886851541,-3.77525556333231,"NOT"
"LOC101928389",-1.08994965530972,3.76835376084418,-2.04838038868097,0.0495137112340328,0.824853886851541,-3.80105525366386,"DOWN"
"BDNF-AS",1.35476422031435,3.57864228369517,2.02616661913203,0.0518746051114493,0.824853886851541,-3.82920856890445,"NOT"
"EMX2OS",0.717903539436069,5.83294332345044,2.01711393853115,0.0528647792442728,0.824853886851541,-3.84062202434891,"NOT"
"NAV2-AS2",0.615966341248934,2.62718391389303,2.01207044513102,0.0534236031908858,0.824853886851541,-3.84696565843536,"NOT"
"LINC02716",0.707436518617734,5.95501550327622,2.00957908684827,0.0537015568972631,0.824853886851541,-3.85009525073577,"NOT"
"TMEM252-DT",1.11025758819535,4.08088317703145,2.00237087211294,0.0545129169804871,0.824853886851541,-3.85913510995372,"NOT"
"ASPRV1",-0.868937603635695,9.10396722570954,-1.98632652101436,0.0563575601861964,0.824853886851541,-3.87917625145407,"NOT"
"LHFPL3-AS2",-0.835637858063944,5.27225850925559,-1.97581623454085,0.057595353815082,0.824853886851541,-3.89224439136237,"NOT"
"LINC02670",0.699419667739114,1.773320828448,1.9701781394806,0.0582690924096186,0.824853886851541,-3.89923480387682,"NOT"
"HCP5B",-0.579244226014711,6.40354207253023,-1.95906044610892,0.0596178192920986,0.824853886851541,-3.91297838377952,"NOT"
"OSTM1-AS1",-1.02008151860201,3.3014089305268,-1.95140761136736,0.0605619593870441,0.824853886851541,-3.92240718901176,"NOT"
"RNF139-DT",-0.411487577995955,7.37675971188554,-1.92625210208831,0.0637577683551045,0.825375598500912,-3.95321771786878,"NOT"
"FLG-AS1",1.07936328937574,7.8883604646482,1.92568387463345,0.0638316179035407,0.825375598500912,-3.95391042793528,"NOT"
"LOC101927314",1.01953735805271,2.28619043798325,1.92258033880596,0.0642362800595423,0.825375598500912,-3.95769130902709,"NOT"
"SPINT1-AS1",0.491325982829975,8.87499271105261,1.91018654214482,0.0658745488977768,0.82710303640542,-3.97274690873412,"NOT"
"LINC02032",-1.01595038650269,3.53964069073996,-1.90330437978438,0.0667998047023467,0.82710303640542,-3.9810772318753,"NOT"
"MIR181A2HG",-1.36343598634662,6.63697078812535,-1.88244727226082,0.0696728923047664,0.837227723791425,-4.00619174184198,"NOT"
"FAM242F",-0.788443373779662,6.28285956154764,-1.87957827438263,0.0700763293041281,0.837227723791425,-4.00963082277518,"NOT"
"LINC01697",0.760460106267297,7.23176356399076,1.85036271954437,0.0743005989452126,0.850745043607334,-4.04443560089918,"NOT"
"AGAP2-AS1",-0.738605876627744,6.14508258774657,-1.8496704344347,0.0744032950608177,0.850745043607334,-4.04525552774266,"NOT"
"LOC441204",-0.67726447634192,5.9859431863298,-1.83875288000124,0.0760390358512063,0.850745043607334,-4.05815644495052,"NOT"
"LINC02899",0.891239462148029,4.88939390170092,1.8091736983054,0.0806264991034216,0.850745043607334,-4.0928276050674,"NOT"
"LOC101928725",-0.427619059917983,6.84684709791096,-1.80436668139246,0.0813939232441076,0.850745043607334,-4.09842298068855,"NOT"
"LINC00548",-0.958893650493352,5.1890923865508,-1.79824432243163,0.0823803524069818,0.850745043607334,-4.10553345741661,"NOT"
"LINC02035",0.348433594179262,9.46367727796098,1.79641385059982,0.0826772480348459,0.850745043607334,-4.10765587872849,"NOT"
"LINC00324",0.413201782250897,8.22181258684496,1.79512609572951,0.0828866629242571,0.850745043607334,-4.10914806168298,"NOT"
"LINC01209",-0.400817134404982,1.7702748341457,-1.78735593606658,0.0841598584160501,0.850745043607334,-4.11813483764712,"NOT"
"LOC105377663",1.0855207388137,3.78949962122794,1.77539825914265,0.0861516979178319,0.850745043607334,-4.13190802447433,"NOT"
"RHPN1-AS1",-0.70432654065106,6.49240826453692,-1.77520840598706,0.0861836427389387,0.850745043607334,-4.13212614583138,"NOT"
"LINC01898",-0.709859655398328,3.59151064909335,-1.77048860031764,0.0869810396059266,0.850745043607334,-4.13754309706772,"NOT"
"LINC01554",-0.784501999801239,5.10356268983732,-1.76774111523863,0.087448095524983,0.850745043607334,-4.14069142992394,"NOT"
"LINC00112",-0.586097482562839,6.00975010651584,-1.74603047131831,0.0912140970657451,0.874544946371891,-4.1654402410243,"NOT"
"ATP2B1-AS1",0.436311320932544,7.7268474790685,1.7389985735667,0.0924629018190545,0.874544946371891,-4.17340669603043,"NOT"
"LINC02615",0.423576310332844,7.76041827857095,1.72118085788994,0.0956919283194796,0.892687714870761,-4.19348322552094,"NOT"
"TEX36-AS1",1.06386565278632,2.45921017318049,1.70571051019685,0.0985720397618512,0.892849385549328,-4.21078696881306,"NOT"
"LINC01104",0.622314791331956,2.32394500138258,1.70265139124559,0.0991500910520626,0.892849385549328,-4.21419447327767,"NOT"
"MIR600HG",0.333644717069809,8.31223541171894,1.67801929927965,0.103908955010386,0.892849385549328,-4.24146033122011,"NOT"
"ZFAS1",-0.304858027405725,12.6799636820754,-1.67702307133968,0.104105372715197,0.892849385549328,-4.2425566341249,"NOT"
"LINC01503",0.609181352387594,7.97947486687796,1.67274416620115,0.104952536967603,0.892849385549328,-4.24725964698373,"NOT"
"PKP4-AS1",0.987483177859538,6.29307112534477,1.66168326695883,0.107169129539681,0.892849385549328,-4.25937371579879,"NOT"
"PSMG3-AS1",0.81497128101054,5.52771395734997,1.65373901033775,0.108785096985654,0.892849385549328,-4.26803586309205,"NOT"
"BAZ2B",0.34660411688057,10.7953311234792,1.6490539167856,0.109747571583068,0.892849385549328,-4.27312917712607,"NOT"
"LINC02367",0.841923703375907,4.60392695596913,1.64874169585176,0.109811962896151,0.892849385549328,-4.27346820207415,"NOT"
"LINC02245",-0.892531203517285,3.95293662109543,-1.64507580992619,0.110570352397432,0.892849385549328,-4.27744505571124,"NOT"
"LOC400622",-0.87487021393021,5.08404802226836,-1.64255184855617,0.111095027152053,0.892849385549328,-4.28017910042222,"NOT"
"LINC01957",-0.814676735406763,2.92680077798241,-1.63206521988698,0.113297130890478,0.892849385549328,-4.29150341337263,"NOT"
"LINC02838",-0.385904122039918,6.81249297912556,-1.63170770620888,0.113372838650891,0.892849385549328,-4.29188848411999,"NOT"
"G2E3-AS1",0.860832388465286,5.18215654979411,1.62332643125601,0.115159709275847,0.892849385549328,-4.30089681052113,"NOT"
"FZD4-DT",-0.489446508047236,5.84238422443247,-1.61502043213758,0.116953442426528,0.892849385549328,-4.30978822946074,"NOT"
"LINC01267",-0.768814169473892,4.53380241124773,-1.60475356350328,0.11920244809247,0.892849385549328,-4.32072899904143,"NOT"
"LOC254896",-0.31734864122052,6.85383725880611,-1.59266595103971,0.121895840273421,0.892849385549328,-4.33353924406965,"NOT"
"LOC100506489",-0.650228852578341,1.94688706164463,-1.58384857715519,0.123891940930073,0.892849385549328,-4.34283524430621,"NOT"
"RYR3-DT",-0.647362851765551,5.28823517723355,-1.58263267007269,0.124169293970103,0.892849385549328,-4.34411393314685,"NOT"
"A2M-AS1",0.381164094267152,6.55279163784129,1.58086544050026,0.124573313611853,0.892849385549328,-4.34597101728804,"NOT"
"LINC00354",0.894054379002171,3.81519814559065,1.57468643841688,0.125994422086716,0.892849385549328,-4.35245118984912,"NOT"
"TSKU-AS1",0.425220243777073,7.56897096996301,1.57458603519564,0.126017622996658,0.892849385549328,-4.35255631969703,"NOT"
"HHIP-AS1",0.616585819752519,6.33072431126149,1.57208190721095,0.126597402849834,0.892849385549328,-4.35517660211023,"NOT"
"LINC01700",0.475786716550544,5.95269023224504,1.55734683072728,0.130053367737103,0.892849385549328,-4.37052758164129,"NOT"
"FAM50B",0.3500337450019,9.08526162084083,1.5462493675107,0.132706678448388,0.892849385549328,-4.38201231984698,"NOT"
"LINC01087",-0.984510986117494,3.48026775338533,-1.53497903315738,0.135446257108346,0.892849385549328,-4.39360826622023,"NOT"
"PLPPR5-AS1",0.878185087539397,3.12343774611613,1.53460902720958,0.135536970814536,0.892849385549328,-4.39398780177343,"NOT"
"LINC00520",-0.585208652232065,9.09319068203238,-1.53281219732581,0.135978198197208,0.892849385549328,-4.39582985869047,"NOT"
"LINC02809",0.509594061555908,3.66952019382752,1.52968088088684,0.136749906419163,0.892849385549328,-4.39903582383753,"NOT"
"NUP50-DT",-0.484830194315787,8.83662981326292,-1.52171558888908,0.138728960039858,0.892849385549328,-4.40716708803898,"NOT"
"LOC100268168",-0.82232718301688,3.59205199052463,-1.52010158092787,0.139132788789617,0.892849385549328,-4.40881053622359,"NOT"
"LOC101927164",0.792045231067798,4.83388928870317,1.51086727787827,0.141461562345151,0.892849385549328,-4.41818605370432,"NOT"
"SPATA3-AS1",-0.669210002900243,4.55794544285158,-1.50792918363517,0.142209082363244,0.892849385549328,-4.42115934110294,"NOT"
"FLJ20021",-0.3048340113042,7.81949207781762,-1.50626552194659,0.142633769048331,0.892849385549328,-4.42284084214561,"NOT"
"CCDC26",-0.922035737487542,3.85537577765799,-1.50182890577297,0.143771319612116,0.892849385549328,-4.42731764006551,"NOT"
"NIFK-AS1",-0.244188060366726,8.38787419700229,-1.50153533043545,0.143846849781488,0.892849385549328,-4.4276134946684,"NOT"
"LCAL1",1.25585238723195,7.55441516086275,1.49554788166546,0.145394272413364,0.892849385549328,-4.43363713374485,"NOT"
"YTHDF3-DT",-0.250835798179735,7.41404206397492,-1.49502317379492,0.145530516587335,0.892849385549328,-4.43416407686527,"NOT"
"TTTY14",1.21383577474579,6.85974621419224,1.47895519834924,0.149752656616171,0.897320982112825,-4.45022722584956,"NOT"
"GAS1RR",-0.733851589637365,4.96319274027975,-1.47466497706025,0.150896455662047,0.897320982112825,-4.45449208607667,"NOT"
"GHRLOS",-0.276463321243819,7.43450417965028,-1.46983580642907,0.152192304586862,0.897320982112825,-4.459280531094,"NOT"
"IGFBP7-AS1",-0.713446669721397,3.49199710002664,-1.46420655159863,0.153714071705321,0.897320982112825,-4.46484600023897,"NOT"
"LINC00339",-0.381673505061116,8.24141327470298,-1.45374405346203,0.156574704709223,0.897320982112825,-4.47514316782247,"NOT"
"LOC100132078",0.765995156858315,4.99696858781825,1.45210954471407,0.157025418528799,0.897320982112825,-4.47674634105651,"NOT"
"ZNF436-AS1",-0.244714654155489,7.77965882934071,-1.44683736832413,0.158486264288623,0.897320982112825,-4.48190727927259,"NOT"
"PCCA-DT",0.241754029536002,8.65920586164668,1.44404404933715,0.159264626532488,0.897320982112825,-4.48463536503814,"NOT"
"EOLA1-DT",0.566532404047209,5.67535807415013,1.43514294985224,0.161765225577167,0.897320982112825,-4.4932994374709,"NOT"
"TSC22D1-AS1",0.452601098917028,5.79619632321577,1.42840428268653,0.163678977092201,0.897320982112825,-4.49982906979447,"NOT"
"C2orf27A",0.36892666991641,7.41389556369509,1.42834929995697,0.163694665422852,0.897320982112825,-4.49988224185735,"NOT"
"LINC00421",0.662049812189804,4.09281446637399,1.42811528729154,0.163761450045894,0.897320982112825,-4.50010852907823,"NOT"
"LOC654780",0.374890078995648,7.80582078821284,1.42692263549989,0.164102155108218,0.897320982112825,-4.50126132870211,"NOT"
"LSP1P5",-0.370302379372321,9.46230358644826,-1.42015936020081,0.166044851668221,0.897320982112825,-4.50778343975674,"NOT"
"LINC00605",-0.261125158749302,6.80703406954635,-1.41937753306042,0.166270593251102,0.897320982112825,-4.50853572351823,"NOT"
"LINC01527",-0.631886897340653,5.89622879291756,-1.41177178797643,0.168479324962607,0.897320982112825,-4.51583602421554,"NOT"
"LNC-LBCS",0.733396248531347,2.93963021331384,1.40279239254428,0.171116698754025,0.897320982112825,-4.52441259959148,"NOT"
"GRM8-AS1",-0.525926883502094,3.50636573357772,-1.39812015102104,0.172501801690144,0.897320982112825,-4.52885711491301,"NOT"
"LINC01278",0.437091865461168,6.26052572018626,1.38726511138714,0.175753845553721,0.897320982112825,-4.53913502816033,"NOT"
"SLC25A5-AS1",0.317311852075524,6.86255940887103,1.38605008900216,0.176120824883695,0.897320982112825,-4.54028126234762,"NOT"
"AP1G2-AS1",0.307034224910121,7.98567556121387,1.3777911632707,0.178631247188539,0.897320982112825,-4.54805020204513,"NOT"
"LINC02180",0.738004195088434,3.36560758756524,1.37685774749465,0.17891672465663,0.897320982112825,-4.54892577954409,"NOT"
"ESAM-AS1",0.457805757534111,6.02374599888546,1.37634922820679,0.179072401120499,0.897320982112825,-4.54940257836316,"NOT"
"LINC01857",0.432084370987828,5.5056137376407,1.37290206808454,0.180130497422998,0.897320982112825,-4.55263079381609,"NOT"
"LIFR-AS1",-0.754596929012524,1.3804054086508,-1.37102359778492,0.180709141138946,0.897320982112825,-4.55438707794106,"NOT"
"LINC00847",0.230345144636054,8.36278021468353,1.36435263547368,0.182775796666906,0.897320982112825,-4.56060770307676,"NOT"
"FILNC1",-0.716309093130788,2.83495571889762,-1.36373604210634,0.18296774286802,0.897320982112825,-4.56118137683975,"NOT"
"LINC02303",0.936037483614879,5.92504861642904,1.36313941867314,0.183153621899681,0.897320982112825,-4.56173626189034,"NOT"
"MIR4527HG",-0.604350637819894,4.08132748101921,-1.35456336577576,0.185841788247073,0.899677572775219,-4.56968963074191,"NOT"
"TDH-AS1",0.696740460951964,5.6427372910665,1.34660945329134,0.188362263037828,0.899677572775219,-4.57702797300236,"NOT"
"DDC-AS1",0.647116164830339,3.93480481138829,1.34030740772009,0.190378047724698,0.899677572775219,-4.58281621195427,"NOT"
"METTL14-DT",0.666723368967549,4.70942976562843,1.33345193782567,0.192589774869097,0.899677572775219,-4.58908650570929,"NOT"
"AFTPH-DT",0.334112960753938,6.90392439792736,1.33018629002455,0.193650303831999,0.899677572775219,-4.59206376387072,"NOT"
"TSPOAP1-AS1",0.274729493121601,6.39938128523049,1.32572897170017,0.195105100842069,0.899677572775219,-4.59611740143971,"NOT"
"MEG3",-0.535113833297907,7.42626630957131,-1.32086087381905,0.196703581702745,0.899677572775219,-4.60053133641522,"NOT"
"MIR2052HG",0.593247712187166,4.12753845881805,1.31877321401447,0.197392164240296,0.899677572775219,-4.60241997718691,"NOT"
"DPP10-AS3",0.514690828221873,5.11971610806584,1.3163766146156,0.198184931009361,0.899677572775219,-4.60458495454457,"NOT"
"LINC02375",-0.718162381464302,3.38273806104556,-1.31354871518636,0.19912351305745,0.899677572775219,-4.60713521229616,"NOT"
"ZFY-AS1",0.576690424248333,6.00634506117565,1.31321791669237,0.199233528107819,0.899677572775219,-4.60743322629973,"NOT"
"P4HA3-AS1",-0.642314076902083,4.20195511976983,-1.30816439880464,0.200920008558047,0.899677572775219,-4.61197790574095,"NOT"
"FLJ12825",-0.399772120566295,5.82355470049498,-1.29527758051033,0.205270201521825,0.899677572775219,-4.62349904220232,"NOT"
"LINC02067",0.226900029878657,10.4256271678122,1.29473863922395,0.205453687970721,0.899677572775219,-4.6239787329355,"NOT"
"LOC339166",0.599913167798229,3.92866815918918,1.29451269174795,0.205530650693831,0.899677572775219,-4.62417978891534,"NOT"
"LINC02172",-0.369629377966175,5.24006503844803,-1.29158677082107,0.206529274716442,0.899677572775219,-4.62678064773504,"NOT"
"TENT5C-DT",-0.60713655436079,2.74253970138591,-1.28934445819221,0.207297085375213,0.899677572775219,-4.62877041495569,"NOT"
"LOC84214",-0.638781303088271,5.33052186441684,-1.28501066139425,0.208787228783917,0.899677572775219,-4.63260766298313,"NOT"
"LINC01756",-0.56369022192272,4.15382522201293,-1.28413979236742,0.209087652987592,0.899677572775219,-4.63337740708389,"NOT"
"LINC00460",-0.909752874381168,5.61081168439704,-1.27915372493633,0.210814041516309,0.899677572775219,-4.63777582320157,"NOT"
"LINC00924",0.536501349361459,5.17531645478708,1.27664719433044,0.211685993769144,0.899677572775219,-4.63998135555248,"NOT"
"IGF2-AS",-0.475734544911728,4.74556140148196,-1.27374472554688,0.212699103108385,0.899677572775219,-4.64253060791309,"NOT"
"SSTR5-AS1",0.768092260462297,4.79379523896756,1.26856868231262,0.21451493546673,0.901757228721255,-4.64706429389052,"NOT"
"LOC729870",0.284573019448638,6.42194729103342,1.25671938335089,0.218716049524265,0.913776869484814,-4.6573828318375,"NOT"
"GPRC5D-AS1",0.693289977945954,7.32445282705485,1.25284967275504,0.220101415308833,0.91395770625192,-4.66073442466234,"NOT"
"LINC01138",-0.300555398551983,7.45050184528128,-1.24224663422234,0.223931231093871,0.919330505324099,-4.66987175083624,"NOT"
"ELOA-AS1",-0.250944672373939,7.75570533657299,-1.23799280321067,0.225481720369167,0.919330505324099,-4.67351854195114,"NOT"
"MCM8-AS1",-0.463207509802376,2.69723978741676,-1.2375444021773,0.225645627630096,0.919330505324099,-4.67390231889953,"NOT"
"ZNF433-AS1",-0.366404418343736,6.76313544123298,-1.23194875578014,0.227698571503553,0.919330505324099,-4.67868131168005,"NOT"
"LINC00870",0.466092667724871,2.6916003920157,1.22635455194213,0.229764943811746,0.919330505324099,-4.68344016445625,"NOT"
"LINC01676",0.232894636122938,6.26982707180266,1.22474748068559,0.230361145263592,0.919330505324099,-4.6848037602347,"NOT"
"ADCY6-DT",-0.392281912547927,2.63818213126242,-1.22110838995247,0.231715470862719,0.919330505324099,-4.68788573775843,"NOT"
"PCAT19",-0.401598824088902,7.08293474622765,-1.21843427105308,0.232714455091889,0.919330505324099,-4.69014535531699,"NOT"
"LOC644656",-0.249611964055561,7.9571847616068,-1.21345304663251,0.234583876084853,0.919330505324099,-4.69434289377752,"NOT"
"HYMAI",0.292030386463169,6.69585642017949,1.21174767276869,0.235226455013781,0.919330505324099,-4.69577650062709,"NOT"
"MORC2-AS1",-0.177326895886183,7.98889489084257,-1.20905161761486,0.236244990354945,0.919330505324099,-4.69803930618819,"NOT"
"PARTICL",-0.394472723067553,6.42033934339226,-1.20226072865267,0.238825027819229,0.924090022414178,-4.70371930149475,"NOT"
"IQCH-AS1",0.29239342056837,7.48568677976746,1.19581696574013,0.241292455914821,0.926200155676319,-4.70908294755244,"NOT"
"XIST",-1.42648775813685,3.89068791156045,-1.18821141407406,0.244228972479296,0.926200155676319,-4.71538098155175,"NOT"
"MAPKAPK5-AS1",-0.186450871100384,9.35067382077746,-1.18544215416446,0.245304715803252,0.926200155676319,-4.71766536364998,"NOT"
"AQP4-AS1",-0.626853825829005,3.06207591260799,-1.18383971505052,0.245928791496346,0.926200155676319,-4.71898507929381,"NOT"
"LINC01877",0.486058511859011,3.78584520777077,1.18304299543253,0.246239512100021,0.926200155676319,-4.71964064477844,"NOT"
"GLIS3-AS1",0.465113047767479,5.55973914707342,1.17902300929613,0.247811719557017,0.926200155676319,-4.72294246979536,"NOT"
"MGC27382",0.672716886711474,1.22589101088517,1.17286901973321,0.250232821225838,0.926200155676319,-4.72797782272588,"NOT"
"LINC02175",0.284225175496251,7.13398044221201,1.17282335915941,0.250250849698154,0.926200155676319,-4.72801509629867,"NOT"
"LINC00305",0.718089406949539,3.8256017939675,1.16559674682019,0.253116213180062,0.92629741189033,-4.7338981237127,"NOT"
"FAM223B",0.278297572110161,7.30033221252335,1.16503074435209,0.253341644812283,0.92629741189033,-4.73435753408601,"NOT"
"LOC101928728",-0.367282241263205,5.48726153850629,-1.14947734396625,0.259593984261678,0.92629741189033,-4.74690436322025,"NOT"
"BTG3-AS1",-0.220182848657748,6.75542567192764,-1.14841881189028,0.260023554785649,0.92629741189033,-4.7477528300467,"NOT"
"MCM3AP-AS1",-0.280459016432896,7.38629939473553,-1.14218881826645,0.262562277311039,0.92629741189033,-4.75273239257133,"NOT"
"MGC16275",-0.283872838061879,6.10824929300157,-1.13951547407049,0.263657166704797,0.92629741189033,-4.75486177201532,"NOT"
"LINC02353",0.513663551801173,2.14913941592529,1.13677708771974,0.264782124397794,0.92629741189033,-4.75703834996426,"NOT"
"DARS1-AS1",-0.634566794534233,5.89597079462879,-1.13089505460875,0.267210274362116,0.92629741189033,-4.76169783473189,"NOT"
"TTC28-AS1",0.241136521006032,8.32357857217144,1.12790855834693,0.268449268439992,0.92629741189033,-4.76405534761005,"NOT"
"MIR124-1HG",-0.441781991190193,5.07477011363126,-1.12769423493477,0.268538343119859,0.92629741189033,-4.76422431850756,"NOT"
"SH3BP5-AS1",0.226310144046962,7.7042214159639,1.12671981634062,0.26894358908798,0.92629741189033,-4.76499218091577,"NOT"
"LY86-AS1",0.411404457482405,5.29586197847897,1.12355874731838,0.27026126822506,0.92629741189033,-4.76747908764999,"NOT"
"INHBA-AS1",-0.299949442822486,4.64019424702681,-1.1191103464681,0.272123440614011,0.92629741189033,-4.77096819667987,"NOT"
"TRIM67-AS1",-0.211722665347478,6.87313012829785,-1.11880582198471,0.272251256424033,0.92629741189033,-4.77120659812065,"NOT"
"LINC01541",-0.677153251610267,0.992903393463178,-1.11772068947372,0.272707062318112,0.92629741189033,-4.77205563800112,"NOT"
"LOC101927839",-0.320103711932681,2.71808711838144,-1.11639274779605,0.273265605900073,0.92629741189033,-4.77309365579552,"NOT"
"MAGI1-IT1",0.428852224471335,5.19389242276358,1.11328130529085,0.27457752506702,0.92629741189033,-4.77552146357215,"NOT"
"LOC100130449",0.416432878157641,6.49353644641205,1.11284758378242,0.274760759474077,0.92629741189033,-4.77585940751793,"NOT"
"LINC01926",0.377120104099039,6.05887053917505,1.1058365143799,0.277734912189883,0.927671701819067,-4.78130586674481,"NOT"
"LINC00563",0.454726252673352,5.49638578882003,1.09856396599937,0.280844268334782,0.927671701819067,-4.78692281767184,"NOT"
"LOC100506405",-0.594181278627177,4.97296599931405,-1.0954295433121,0.282192017863091,0.927671701819067,-4.78933342278737,"NOT"
"HOXA-AS3",-0.487468501253052,5.51000740825533,-1.08927209835657,0.284853029375056,0.927671701819067,-4.79405092346341,"NOT"
"SPANXA2-OT1",0.500801440845094,3.95543131239541,1.08289125161688,0.287629365714074,0.927671701819067,-4.79891432611079,"NOT"
"LINC01111",-0.249265770623277,6.30075825554522,-1.0777799210294,0.289867136126394,0.927671701819067,-4.80279154424697,"NOT"
"LINC02424",-0.603938997573808,3.13028971051701,-1.07100199904371,0.292853516094162,0.927671701819067,-4.80790743414174,"NOT"
"MIR210HG",-0.30269074038563,9.51289129394477,-1.06399180777975,0.295965013560574,0.927671701819067,-4.81316796428073,"NOT"
"OBSCN-AS1",0.406360052925325,5.71491743427143,1.06221936727244,0.29675538965215,0.927671701819067,-4.81449307724401,"NOT"
"PITX1-AS1",0.267345119149054,8.7812808146301,1.05900912072726,0.298190696188587,0.927671701819067,-4.81688803420694,"NOT"
"FAM13A-AS1",-0.289168034487712,7.80513474439125,-1.05587369569708,0.299597249453786,0.927671701819067,-4.81922083640954,"NOT"
"CLDN10-AS1",0.43328839696445,5.04291145371155,1.0541733894595,0.300361950723021,0.927671701819067,-4.8204832691453,"NOT"
